    1.02546030E+16    1.02546030E+16    9.87161404E+15    1.02012530E+16    1.01121691E+16    1.01188654E+16    1.00202625E+16    9.59081975E+15    9.37415137E+15    9.24699506E+15
    9.15505958E+15    9.24076030E+15    9.24255986E+15    9.32277762E+15    9.27302251E+15    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19
    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19
    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19
    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19
    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19
    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19
    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    1.19278361E+19    9.46706534E+15    9.05235425E+15
    9.24778682E+15    9.45938757E+15    9.29471112E+15    9.52371786E+15    9.96222021E+15    1.10174233E+16    1.19511846E+16    1.25560144E+16    1.25907495E+16    1.32399327E+16
    1.42631631E+16    1.45948836E+16    1.49354123E+16    1.51708883E+16    1.57039281E+16    1.61317840E+16    1.62427448E+16    1.65247206E+16    1.71536548E+16    1.68381073E+16
    1.68739469E+16    1.68739469E+16    1.19036730E+16    1.14471755E+16    1.10541413E+16    1.14049287E+16    1.13245789E+16    1.13301620E+16    1.12508030E+16    1.08425476E+16
    1.06458363E+16    1.05367897E+16    1.04190828E+16    1.04990905E+16    1.05030427E+16    1.05950595E+16    1.05365936E+16    1.18512659E+19    1.18399811E+19    1.18377259E+19
    1.19009709E+19    1.19317255E+19    1.19401281E+19    1.18904433E+19    1.19584389E+19    1.19716712E+19    1.19742882E+19    1.20163204E+19    1.20063362E+19    1.20242580E+19
    1.20223365E+19    1.20208150E+19    1.20121437E+19    1.19985363E+19    1.19935601E+19    1.19693576E+19    1.19808577E+19    1.19517308E+19    1.19563190E+19    1.19571347E+19
    1.19383793E+19    1.19531893E+19    1.19577959E+19    1.19608542E+19    1.19694044E+19    1.19751409E+19    1.19804422E+19    1.19831363E+19    1.19853667E+19    1.19862857E+19
    1.19706825E+19    1.19408391E+19    1.19282244E+19    1.19010742E+19    1.18797418E+19    1.18845548E+19    1.18726847E+19    1.18734541E+19    1.18699921E+19    1.18689830E+19
    1.18763290E+19    1.18648414E+19    1.18798247E+19    1.18922188E+19    1.19184053E+19    1.19238202E+19    1.19201108E+19    1.19406504E+19    1.19125310E+19    1.19023876E+19
    1.19160701E+19    1.19031667E+19    1.18927412E+19    1.18749762E+19    1.18840885E+19    1.18807683E+19    1.18462247E+19    1.18705829E+19    1.18744162E+19    1.18611238E+19
    1.07682294E+16    1.03257274E+16    1.05282765E+16    1.08016374E+16    1.06599014E+16    1.09100094E+16    1.13865093E+16    1.25695539E+16    1.35633110E+16    1.41812927E+16
    1.42619593E+16    1.49903087E+16    1.60597859E+16    1.63920142E+16    1.67720759E+16    1.70359974E+16    1.76331184E+16    1.81100172E+16    1.82345851E+16    1.85304160E+16
